MeterID,Assigned,time,F,kWa,kWb,kWc,kWtotal
33,ITC (Accuvim),2017-12-01 00:30:15,60.01,43.572,43.204,41.426,128.202
33,ITC (Accuvim),2017-12-01 00:45:14,60,43.405,43.6,41.265,128.27
33,ITC (Accuvim),2017-12-01 01:00:16,60.01,44.26,46.127,42.09,132.477
33,ITC (Accuvim),2017-12-01 01:15:15,60.01,47.463,47.539,44.68,139.681
33,ITC (Accuvim),2017-12-01 01:30:15,60.02,43.571,43.284,41.046,127.901
33,ITC (Accuvim),2017-12-01 01:45:15,59.99,40.719,40.097,37.932,118.749
33,ITC (Accuvim),2017-12-01 02:00:16,60.02,41.198,41.995,38.796,121.988
33,ITC (Accuvim),2017-12-01 02:15:16,60,41.01,39.512,37.947,118.469
33,ITC (Accuvim),2017-12-01 02:30:15,60.01,40.942,39.162,38.939,119.044
33,ITC (Accuvim),2017-12-01 02:45:15,60,39.665,38.31,37.977,115.951
33,ITC (Accuvim),2017-12-01 03:00:18,60,39.976,37.849,37.908,115.732
33,ITC (Accuvim),2017-12-01 03:15:17,60,40.196,40.192,38.465,118.852
33,ITC (Accuvim),2017-12-01 03:30:21,60.04,40.718,39.676,38.202,118.595
33,ITC (Accuvim),2017-12-01 03:45:15,60.02,40.6,39.797,38.024,118.42
33,ITC (Accuvim),2017-12-01 04:00:15,60,39.798,38.617,37.012,115.427
33,ITC (Accuvim),2017-12-01 04:15:18,60.01,40.107,40.856,37.649,118.611
33,ITC (Accuvim),2017-12-01 04:30:17,60.02,40.452,39.715,38.12,118.287
33,ITC (Accuvim),2017-12-01 04:45:15,60.03,40.156,39.756,38.159,118.072
33,ITC (Accuvim),2017-12-01 05:00:15,60.02,40.241,39.583,36.697,116.521
33,ITC (Accuvim),2017-12-01 05:15:16,60.01,40.229,39.538,36.606,116.374
33,ITC (Accuvim),2017-12-01 05:30:18,59.98,40.985,41.658,37.293,119.937
33,ITC (Accuvim),2017-12-01 05:45:25,60.02,39.286,37.649,36.274,113.209
33,ITC (Accuvim),2017-12-01 06:00:15,60,38.57,37.578,35.615,111.762
33,ITC (Accuvim),2017-12-01 06:30:14,60.01,38.261,36.518,35.053,109.832
33,ITC (Accuvim),2017-12-01 07:00:17,60.01,39.926,41.755,35.767,117.448
33,ITC (Accuvim),2017-12-01 07:15:15,60.02,39.218,39.221,35.167,113.607
33,ITC (Accuvim),2017-12-01 07:30:14,59.97,39.257,39.581,35.119,113.957
33,ITC (Accuvim),2017-12-01 07:45:17,59.99,40.14,40.539,36.265,116.944
33,ITC (Accuvim),2017-12-01 08:15:17,60,37.4,37.696,33.269,108.364
33,ITC (Accuvim),2017-12-01 08:45:17,60,38.272,38.875,34.611,111.758
33,ITC (Accuvim),2017-12-01 09:00:14,60.02,38.239,38.805,34.252,111.297
33,ITC (Accuvim),2017-12-01 09:15:15,59.99,38.415,38.822,34.632,111.869
33,ITC (Accuvim),2017-12-01 09:30:17,59.99,37.516,37.117,34.127,108.759
33,ITC (Accuvim),2017-12-01 09:45:15,60,38.006,37.319,34.53,109.856
33,ITC (Accuvim),2017-12-01 10:00:17,60.02,36.997,36.131,33.085,106.212
33,ITC (Accuvim),2017-12-01 10:15:15,60.01,38.505,38.931,34.415,111.851
33,ITC (Accuvim),2017-12-01 10:30:16,59.99,37.737,38.046,33.786,109.569
33,ITC (Accuvim),2017-12-01 10:45:15,59.96,38.72,39.088,34.687,112.495
33,ITC (Accuvim),2017-12-01 11:00:15,59.99,38.726,38.796,34.505,112.028
33,ITC (Accuvim),2017-12-01 11:15:15,59.99,39.642,41.016,35.034,115.692
33,ITC (Accuvim),2017-12-01 11:30:15,59.99,41.726,42.163,37.652,121.54
33,ITC (Accuvim),2017-12-01 11:45:16,60,41.44,41.032,38.463,120.935
33,ITC (Accuvim),2017-12-01 12:15:15,59.98,44.04,44.96,40.893,129.893
33,ITC (Accuvim),2017-12-01 12:30:15,60.01,42.498,44.953,40.947,128.399
33,ITC (Accuvim),2017-12-01 12:45:16,60.02,41.563,42.786,39.882,124.23
33,ITC (Accuvim),2017-12-01 13:00:15,59.99,42.148,42.685,39.93,124.764
33,ITC (Accuvim),2017-12-01 13:15:16,59.99,42.672,45.612,40.165,128.45
33,ITC (Accuvim),2017-12-01 13:30:17,60.01,40.999,42.401,38.387,121.787
33,ITC (Accuvim),2017-12-01 13:45:16,59.99,41.313,42.81,40.171,124.294
33,ITC (Accuvim),2017-12-01 14:00:16,59.99,42.665,46.044,41.666,130.376
33,ITC (Accuvim),2017-12-01 14:15:15,60.01,42.524,43.38,40.618,126.523
33,ITC (Accuvim),2017-12-01 14:30:17,60,41.891,43.592,40.499,125.982
33,ITC (Accuvim),2017-12-01 14:45:14,59.99,42.167,45.92,40.914,129.001
33,ITC (Accuvim),2017-12-01 15:15:16,59.99,41.342,44.301,41.05,126.693
33,ITC (Accuvim),2017-12-01 15:30:14,59.99,42.529,47.342,42.873,132.744
33,ITC (Accuvim),2017-12-01 15:45:15,59.99,40.509,43.07,39.196,122.775
33,ITC (Accuvim),2017-12-01 16:00:16,59.97,40.345,42.658,39.227,122.229
33,ITC (Accuvim),2017-12-01 16:15:16,60,41.175,44.69,40.229,126.094
33,ITC (Accuvim),2017-12-01 16:30:16,60.02,41.539,44.857,40.628,127.023
33,ITC (Accuvim),2017-12-01 16:45:16,59.99,42.619,44.376,41.361,128.356
33,ITC (Accuvim),2017-12-01 17:15:14,59.97,44.372,46.194,43.453,134.019
33,ITC (Accuvim),2017-12-01 17:30:16,59.97,42.235,45.999,41.895,130.129
33,ITC (Accuvim),2017-12-01 17:45:14,59.96,40.563,43.125,41.021,124.709
33,ITC (Accuvim),2017-12-01 18:00:15,59.99,40.653,42.473,40.013,123.139
33,ITC (Accuvim),2017-12-01 18:15:16,59.99,41.449,45.51,41.287,128.246
33,ITC (Accuvim),2017-12-01 18:30:15,59.97,41.396,44.352,41.432,127.18
33,ITC (Accuvim),2017-12-01 18:45:16,59.97,40.712,45.245,41.218,127.175
33,ITC (Accuvim),2017-12-01 19:00:14,59.99,40.728,42.619,39.922,123.269
33,ITC (Accuvim),2017-12-01 19:15:15,59.97,40.729,42.299,39.541,122.569
33,ITC (Accuvim),2017-12-01 19:30:17,59.97,42.121,43.727,41.062,126.911
33,ITC (Accuvim),2017-12-01 19:45:15,59.97,41.724,45.169,40.547,127.44
33,ITC (Accuvim),2017-12-01 20:00:25,59.99,41.911,43.48,41.108,126.499
33,ITC (Accuvim),2017-12-01 20:15:17,59.97,42.417,45.956,41.585,129.958
33,ITC (Accuvim),2017-12-01 20:45:18,59.97,41.69,41.546,39.596,122.832
33,ITC (Accuvim),2017-12-01 21:00:15,59.98,42.21,44.247,39.784,126.241
33,ITC (Accuvim),2017-12-01 21:15:16,59.95,41.831,42.029,38.715,122.575
33,ITC (Accuvim),2017-12-01 21:45:16,59.96,42.699,42.502,39.887,125.088
33,ITC (Accuvim),2017-12-01 22:00:16,60,42.467,42.683,39.884,125.034
33,ITC (Accuvim),2017-12-01 22:15:16,59.97,42.407,44.65,41.932,128.989
33,ITC (Accuvim),2017-12-01 22:30:15,59.97,40.982,41.755,40.391,123.128
33,ITC (Accuvim),2017-12-01 22:45:15,59.96,41.883,42.751,41.333,125.966
33,ITC (Accuvim),2017-12-01 23:00:15,60.01,42.139,42.398,40.741,125.277
33,ITC (Accuvim),2017-12-01 23:15:15,59.97,41.849,42.569,40.683,125.101
33,ITC (Accuvim),2017-12-01 23:30:16,59.99,42.172,44.87,41.246,128.288
33,ITC (Accuvim),2017-12-01 23:45:15,59.97,41.374,42.071,38.856,122.301
33,ITC (Accuvim),2017-12-02 00:00:17,59.97,41.213,42.885,40.956,125.054
33,ITC (Accuvim),2017-12-02 00:15:16,59.96,38.917,39.203,36.738,114.857
33,ITC (Accuvim),2017-12-02 00:30:15,59.98,37.977,38.185,37.435,113.597
33,ITC (Accuvim),2017-12-02 00:45:17,59.99,38.294,38.112,37.26,113.666
33,ITC (Accuvim),2017-12-02 01:00:14,59.99,37.667,36.231,37.115,111.013
33,ITC (Accuvim),2017-12-02 01:15:17,59.96,38.65,37.281,37.845,113.775
33,ITC (Accuvim),2017-12-02 01:30:17,59.97,39.228,39.363,38.366,116.957
33,ITC (Accuvim),2017-12-02 01:45:16,59.98,38.775,37.24,37.695,113.71
33,ITC (Accuvim),2017-12-02 02:00:14,59.99,42.643,42.241,41.176,126.06
33,ITC (Accuvim),2017-12-02 02:15:15,59.96,38.121,37.593,36.998,112.712
33,ITC (Accuvim),2017-12-02 02:30:15,59.99,38.213,37.641,36.301,112.155
33,ITC (Accuvim),2017-12-02 02:45:15,59.97,39.674,40.969,38.124,118.766
33,ITC (Accuvim),2017-12-02 03:00:15,59.99,38.944,38.634,37.546,115.123
33,ITC (Accuvim),2017-12-02 03:15:15,59.97,37.96,37.772,36.394,112.126
33,ITC (Accuvim),2017-12-02 03:30:16,59.97,38.712,40.063,37.141,115.915
33,ITC (Accuvim),2017-12-02 03:45:18,59.99,39.207,38.98,37.682,115.868
33,ITC (Accuvim),2017-12-02 04:00:17,59.99,38.285,37.232,37.334,112.851
33,ITC (Accuvim),2017-12-02 04:15:16,59.96,38.228,37.091,37.137,112.455
33,ITC (Accuvim),2017-12-02 04:30:16,59.99,38.863,39.293,37.564,115.72
33,ITC (Accuvim),2017-12-02 04:45:17,59.99,37.776,37.649,36.573,111.998
33,ITC (Accuvim),2017-12-02 05:00:18,60,37.6,37.505,36.694,111.799
33,ITC (Accuvim),2017-12-02 05:15:15,59.98,38.131,38.242,37.606,113.979
33,ITC (Accuvim),2017-12-02 05:30:14,60.01,38.171,38.359,37.736,114.266
33,ITC (Accuvim),2017-12-02 05:45:16,60,38.65,40.429,37.285,116.364
33,ITC (Accuvim),2017-12-02 06:00:17,59.99,37.21,37.287,33.991,108.488
33,ITC (Accuvim),2017-12-02 06:15:17,59.97,36.428,37.153,34.287,107.868
33,ITC (Accuvim),2017-12-02 06:30:19,59.99,37.076,38.198,35.125,110.399
33,ITC (Accuvim),2017-12-02 06:45:17,59.99,36.976,38.303,35.204,110.483
33,ITC (Accuvim),2017-12-02 07:00:16,59.99,37.059,38.334,35.065,110.458
33,ITC (Accuvim),2017-12-02 07:15:19,60,37.021,38.658,35.783,111.462
33,ITC (Accuvim),2017-12-02 07:30:15,60,35.677,35.921,34.154,105.752
33,ITC (Accuvim),2017-12-02 07:45:15,59.99,35.504,35.6,34.254,105.357
33,ITC (Accuvim),2017-12-02 08:00:18,59.99,36.27,37.249,34.099,107.618
33,ITC (Accuvim),2017-12-02 08:15:15,60.03,36.672,37.185,34.204,108.061
33,ITC (Accuvim),2017-12-02 08:30:16,59.99,36.433,37.428,34.338,108.199
33,ITC (Accuvim),2017-12-02 08:45:15,59.99,38.137,40.569,35.942,114.647
33,ITC (Accuvim),2017-12-02 09:00:16,60,37.37,38.368,34.716,110.454
33,ITC (Accuvim),2017-12-02 09:15:15,60,36.287,37.206,34.411,107.905
33,ITC (Accuvim),2017-12-02 09:45:15,59.99,37.39,38.042,35.01,110.442
33,ITC (Accuvim),2017-12-02 10:00:15,60.01,37.443,38.262,35.323,111.029
33,ITC (Accuvim),2017-12-02 10:15:16,60,36.404,37.205,34.109,107.718
33,ITC (Accuvim),2017-12-02 10:30:15,60,35.59,35.466,34.065,105.121
33,ITC (Accuvim),2017-12-02 10:45:15,59.99,35.454,35.51,33.739,104.703
33,ITC (Accuvim),2017-12-02 11:00:15,60.03,36.909,36.811,35.102,108.822
33,ITC (Accuvim),2017-12-02 11:15:15,59.99,39.998,41.433,38.205,119.636
33,ITC (Accuvim),2017-12-02 11:30:15,60,39.796,42.824,37.974,120.593
33,ITC (Accuvim),2017-12-02 11:45:16,60,38.588,40.247,37.133,115.968
33,ITC (Accuvim),2017-12-02 12:00:17,59.99,37.143,40.223,36.305,113.671
33,ITC (Accuvim),2017-12-02 12:15:16,60,37.142,40.465,36.173,113.78
33,ITC (Accuvim),2017-12-02 12:30:15,59.97,37.179,39.969,36.423,113.571
33,ITC (Accuvim),2017-12-02 12:45:16,60,37.263,40.283,36.24,113.786
33,ITC (Accuvim),2017-12-02 13:00:14,59.99,38.701,43.618,39.171,121.491
33,ITC (Accuvim),2017-12-02 13:15:16,60,37.948,41.467,38.786,118.201
33,ITC (Accuvim),2017-12-02 13:30:17,59.99,37.831,41.373,38.759,117.964
33,ITC (Accuvim),2017-12-02 13:45:17,60,36.825,40.361,37.887,115.073
33,ITC (Accuvim),2017-12-02 14:00:17,60.01,37.699,40.594,38.174,116.467
33,ITC (Accuvim),2017-12-02 14:15:15,60,37.879,40.649,38.353,116.882
33,ITC (Accuvim),2017-12-02 14:30:15,60.03,39.031,41.692,40.06,120.783
33,ITC (Accuvim),2017-12-02 14:45:16,59.98,38.653,41.528,40.131,120.312
33,ITC (Accuvim),2017-12-02 15:00:15,59.97,37.871,40.645,38.73,117.246
33,ITC (Accuvim),2017-12-02 15:15:16,60,38.078,40.412,39.158,117.649
33,ITC (Accuvim),2017-12-02 15:30:15,60.01,39.101,41.563,40.08,120.744
33,ITC (Accuvim),2017-12-02 15:45:17,59.99,40.648,45.067,41.226,126.942
33,ITC (Accuvim),2017-12-02 16:00:16,60,39.97,42.448,40.834,123.251
33,ITC (Accuvim),2017-12-02 16:15:14,60.02,40.264,42.308,40.713,123.284
33,ITC (Accuvim),2017-12-02 16:30:18,60,39.459,42.216,40.911,122.586
33,ITC (Accuvim),2017-12-02 16:45:16,59.99,40.339,42.546,41.44,124.325
33,ITC (Accuvim),2017-12-02 17:00:15,60.03,39.91,41.794,40.932,122.636
33,ITC (Accuvim),2017-12-02 17:15:15,60.01,40.957,42.618,41.5,125.075
33,ITC (Accuvim),2017-12-02 17:30:15,60,40.485,42.798,41.414,124.697
33,ITC (Accuvim),2017-12-02 17:45:16,59.99,40.21,42.443,41.927,124.579
33,ITC (Accuvim),2017-12-02 18:00:16,60,40.226,44.166,40.91,125.302
33,ITC (Accuvim),2017-12-02 18:15:16,60,39.721,41.309,40.5,121.531
33,ITC (Accuvim),2017-12-02 18:30:14,59.97,40.892,42.163,41.521,124.576
33,ITC (Accuvim),2017-12-02 18:45:16,60.01,40.575,42.487,41.436,124.498
33,ITC (Accuvim),2017-12-02 19:00:17,60.02,39.826,40.779,41.666,122.271
33,ITC (Accuvim),2017-12-02 19:15:14,60.01,41.516,44.057,42.754,128.327
33,ITC (Accuvim),2017-12-02 19:30:14,60.01,40.217,40.565,41.586,122.368
33,ITC (Accuvim),2017-12-02 19:45:15,59.99,40.192,40.595,41.149,121.936
33,ITC (Accuvim),2017-12-02 20:00:16,60.03,40.652,42.761,42.392,125.806
33,ITC (Accuvim),2017-12-02 20:15:15,60.01,41.398,44.926,42.7,129.024
33,ITC (Accuvim),2017-12-02 20:30:14,60,41.029,42.653,42.088,125.77
33,ITC (Accuvim),2017-12-02 20:45:15,60.01,42.627,42.644,42.24,127.511
33,ITC (Accuvim),2017-12-02 21:00:16,59.99,42.478,42.688,41.752,126.918
33,ITC (Accuvim),2017-12-02 21:30:17,59.99,42.335,42.705,41.393,126.433
33,ITC (Accuvim),2017-12-02 21:45:15,59.97,42.395,42.678,41.695,126.769
33,ITC (Accuvim),2017-12-02 22:00:16,60.02,42.106,42.68,41.831,126.618
33,ITC (Accuvim),2017-12-02 22:15:15,60,43.88,45.967,43.892,133.739
33,ITC (Accuvim),2017-12-02 22:30:15,59.97,41.883,42.747,42.593,127.222
33,ITC (Accuvim),2017-12-02 22:45:14,60,42.203,42.506,42.555,127.264
33,ITC (Accuvim),2017-12-02 23:00:16,60,42.791,42.541,42.425,127.757
33,ITC (Accuvim),2017-12-02 23:15:15,60.02,40.351,40.455,39.752,120.558
33,ITC (Accuvim),2017-12-02 23:30:15,60.01,39.444,38.278,39.334,117.056
33,ITC (Accuvim),2017-12-02 23:45:15,60.01,39.502,38.048,39.482,117.032
33,ITC (Accuvim),2017-12-03 00:00:15,60.01,40.021,39.725,39.723,119.469
33,ITC (Accuvim),2017-12-03 00:15:15,59.97,39.786,39.929,39.74,119.454
33,ITC (Accuvim),2017-12-03 00:30:16,60,40.21,39.69,39.502,119.401
33,ITC (Accuvim),2017-12-03 00:45:15,60,39.855,40.101,39.303,119.26
33,ITC (Accuvim),2017-12-03 01:00:14,59.99,40.311,41.878,39.921,122.11
33,ITC (Accuvim),2017-12-03 01:15:15,59.99,39.867,39.723,37.923,117.512
33,ITC (Accuvim),2017-12-03 01:30:15,60.01,39.615,39.93,37.731,117.275
33,ITC (Accuvim),2017-12-03 01:45:15,60,40.478,42.259,38.836,121.573
33,ITC (Accuvim),2017-12-03 02:00:16,60,39.545,39.882,37.672,117.099
33,ITC (Accuvim),2017-12-03 02:15:14,60,39.684,39.48,38.016,117.179
33,ITC (Accuvim),2017-12-03 02:30:16,60.03,38.884,37.977,37.591,114.453
33,ITC (Accuvim),2017-12-03 02:45:16,60,38.943,37.876,38.032,114.852
33,ITC (Accuvim),2017-12-03 03:00:16,60,39.633,37.914,36.675,114.222
33,ITC (Accuvim),2017-12-03 03:15:14,60.02,39.91,39.776,37.403,117.089
33,ITC (Accuvim),2017-12-03 03:30:16,60.01,39.984,39.923,37.579,117.486
33,ITC (Accuvim),2017-12-03 03:45:15,60,39.001,38.548,37.72,115.269
33,ITC (Accuvim),2017-12-03 04:00:16,59.99,40.15,39.455,38.294,117.899
33,ITC (Accuvim),2017-12-03 04:15:16,60.02,40.475,41.898,38.9,121.273
33,ITC (Accuvim),2017-12-03 04:30:16,59.99,39.925,39.528,38.216,117.669
33,ITC (Accuvim),2017-12-03 04:45:17,59.99,40.837,41.657,39.054,121.549
33,ITC (Accuvim),2017-12-03 05:00:15,59.99,39.922,39.69,38.326,117.938
33,ITC (Accuvim),2017-12-03 05:15:17,59.97,39.765,39.734,38.558,118.057
33,ITC (Accuvim),2017-12-03 05:30:14,60,39.426,39.366,38.335,117.127
33,ITC (Accuvim),2017-12-03 05:45:27,60,37.849,36.724,36.923,111.496
33,ITC (Accuvim),2017-12-03 06:00:15,60.03,38.398,39.012,37.179,114.589
33,ITC (Accuvim),2017-12-03 06:15:25,59.99,38.012,37.592,37.235,112.838
33,ITC (Accuvim),2017-12-03 06:30:15,60,38.121,37.843,37.503,113.467
33,ITC (Accuvim),2017-12-03 06:45:16,60,39.049,39.012,37.287,115.348
33,ITC (Accuvim),2017-12-03 07:00:18,59.99,39.067,39.047,37.683,115.797
33,ITC (Accuvim),2017-12-03 07:30:15,60,38.722,39.377,37.606,115.705
33,ITC (Accuvim),2017-12-03 07:45:15,60,38.669,38.665,37.15,114.483
33,ITC (Accuvim),2017-12-03 08:00:15,60,38.604,39.065,36.904,114.572
33,ITC (Accuvim),2017-12-03 08:15:16,60,37.852,38.445,36.389,112.687
33,ITC (Accuvim),2017-12-03 08:30:15,60.01,37.988,38.181,36.647,112.817
33,ITC (Accuvim),2017-12-03 08:45:17,60,37.571,39.87,35.901,113.342
33,ITC (Accuvim),2017-12-03 09:00:15,60,37.785,38.213,36.312,112.31
33,ITC (Accuvim),2017-12-03 09:15:14,59.97,36.629,37.335,35.313,109.278
33,ITC (Accuvim),2017-12-03 09:30:16,60,37.859,38.251,36.197,112.307
33,ITC (Accuvim),2017-12-03 09:45:17,59.99,36.711,36.687,35.798,109.196
33,ITC (Accuvim),2017-12-03 10:00:14,59.99,36.164,35.729,35.19,107.084
33,ITC (Accuvim),2017-12-03 10:15:16,59.99,36.6,38.172,35.727,110.499
33,ITC (Accuvim),2017-12-03 10:30:16,60.01,36.613,37.152,35.18,108.944
33,ITC (Accuvim),2017-12-03 10:45:15,60.01,36.299,37.264,35.143,108.705
33,ITC (Accuvim),2017-12-03 11:00:17,60.02,36.292,37.28,34.822,108.394
33,ITC (Accuvim),2017-12-03 11:15:15,59.99,37.157,37.696,35.812,110.665
33,ITC (Accuvim),2017-12-03 11:30:14,60,37.409,37.566,35.805,110.78
33,ITC (Accuvim),2017-12-03 11:45:15,60.03,36.903,39.111,35.447,111.46
33,ITC (Accuvim),2017-12-03 12:00:20,59.99,37.082,37.79,35.872,110.744
33,ITC (Accuvim),2017-12-03 12:15:15,60,40.231,41.456,39.759,121.446
33,ITC (Accuvim),2017-12-03 12:30:16,60.02,37.765,40.487,37.891,116.143
33,ITC (Accuvim),2017-12-03 12:45:16,60.01,38.586,40.76,38.51,117.856
33,ITC (Accuvim),2017-12-03 13:00:18,60.01,38.459,40.72,37.896,117.075
33,ITC (Accuvim),2017-12-03 13:15:15,60,38.169,40.318,37.979,116.466
33,ITC (Accuvim),2017-12-03 13:30:16,60,39.045,41.273,39.088,119.406
33,ITC (Accuvim),2017-12-03 13:45:14,60,38.98,40.907,38.721,118.608
33,ITC (Accuvim),2017-12-03 14:00:17,60.02,37.734,39.848,37.564,115.146
33,ITC (Accuvim),2017-12-03 14:15:15,60,37.547,39.415,37.319,114.281
33,ITC (Accuvim),2017-12-03 14:30:16,60,38.049,41.825,37.765,117.639
33,ITC (Accuvim),2017-12-03 14:45:15,60.01,38.709,40.44,38.13,117.278
33,ITC (Accuvim),2017-12-03 15:00:15,60.01,37.171,39.071,36.743,112.985
33,ITC (Accuvim),2017-12-03 15:30:16,59.98,37.4,39.322,37.109,113.832
33,ITC (Accuvim),2017-12-03 15:45:15,60.01,39.399,42.704,39.089,121.191
33,ITC (Accuvim),2017-12-03 16:00:16,59.99,38.114,39.39,37.439,114.943
33,ITC (Accuvim),2017-12-03 16:15:15,60.01,38.055,39.935,37.353,115.343
33,ITC (Accuvim),2017-12-03 16:30:15,60,37.807,40.066,37.608,115.481
33,ITC (Accuvim),2017-12-03 16:45:14,60,39.049,40.776,38.52,118.345
33,ITC (Accuvim),2017-12-03 17:00:14,60,39.873,43.8,40.687,124.36
33,ITC (Accuvim),2017-12-03 17:15:14,59.98,38.38,40.007,38.361,116.748
33,ITC (Accuvim),2017-12-03 17:30:15,60.02,38.146,39.827,38.062,116.034
33,ITC (Accuvim),2017-12-03 17:45:14,60,38.963,40.863,39.608,119.434
33,ITC (Accuvim),2017-12-03 18:00:15,60.03,39.609,43.093,39.599,122.3
33,ITC (Accuvim),2017-12-03 18:15:14,60,37.91,39.868,38.3,116.078
33,ITC (Accuvim),2017-12-03 18:30:14,60.01,37.796,39.893,38.424,116.113
33,ITC (Accuvim),2017-12-03 18:45:16,60.01,37.78,39.999,38.269,116.047
33,ITC (Accuvim),2017-12-03 19:00:16,60.03,38.516,41.315,39.387,119.218
33,ITC (Accuvim),2017-12-03 19:15:15,60,38.43,40.79,39.276,118.496
33,ITC (Accuvim),2017-12-03 19:30:15,60,38.383,41.076,38.973,118.432
33,ITC (Accuvim),2017-12-03 19:45:17,60,38.439,40.937,39.342,118.718
33,ITC (Accuvim),2017-12-03 20:00:16,59.99,37.472,40.693,37.739,115.904
33,ITC (Accuvim),2017-12-03 20:15:15,59.99,36.778,37.942,36.964,111.683
33,ITC (Accuvim),2017-12-03 20:30:16,60,37.681,38.472,37.059,113.212
33,ITC (Accuvim),2017-12-03 20:45:15,59.99,38.66,37.637,37.74,114.036
33,ITC (Accuvim),2017-12-03 21:00:16,60.01,41.016,43.239,39.085,123.34
33,ITC (Accuvim),2017-12-03 21:15:25,59.99,40.424,40.958,39.14,120.522
33,ITC (Accuvim),2017-12-03 21:30:16,59.97,40.774,40.79,40.457,122.022
33,ITC (Accuvim),2017-12-03 21:45:26,60,39.635,39.861,39.607,119.103
33,ITC (Accuvim),2017-12-03 22:00:15,59.99,40.245,42.172,40.001,122.418
33,ITC (Accuvim),2017-12-03 22:15:15,59.99,39.725,39.516,39.52,118.762
33,ITC (Accuvim),2017-12-03 22:30:18,59.97,40.388,40.604,40.501,121.493
33,ITC (Accuvim),2017-12-03 22:45:17,59.98,39.386,39.483,39.621,118.489
33,ITC (Accuvim),2017-12-03 23:00:15,60,39.186,39.322,39.234,117.741
33,ITC (Accuvim),2017-12-03 23:15:16,59.99,37.659,39.101,37.337,114.097
33,ITC (Accuvim),2017-12-03 23:30:14,59.99,37.252,36.636,36.685,110.573
33,ITC (Accuvim),2017-12-03 23:45:16,59.99,38.085,37.935,37.801,113.821
33,ITC (Accuvim),2017-12-04 00:00:16,60,36.871,36.97,36.693,110.534
33,ITC (Accuvim),2017-12-04 00:15:17,60.01,36.207,35.354,36.747,108.308
33,ITC (Accuvim),2017-12-04 00:30:14,59.99,36.827,37.602,37.253,111.681
33,ITC (Accuvim),2017-12-04 00:45:15,59.98,37.207,36.576,37.641,111.425
33,ITC (Accuvim),2017-12-04 01:00:16,60.03,38.221,37.857,37.706,113.784
33,ITC (Accuvim),2017-12-04 01:15:15,60,38.036,37.965,37.496,113.496
33,ITC (Accuvim),2017-12-04 01:30:15,60,38.579,40.349,38.688,117.616
33,ITC (Accuvim),2017-12-04 01:45:16,60.01,36.764,37.235,36.7,110.698
33,ITC (Accuvim),2017-12-04 02:00:16,60.01,36.996,37.147,36.613,110.756
33,ITC (Accuvim),2017-12-04 02:30:15,60.01,38.263,38.392,37.872,114.527
33,ITC (Accuvim),2017-12-04 02:45:15,60.03,38.682,40.536,38.437,117.655
33,ITC (Accuvim),2017-12-04 03:00:15,60,37.03,37.141,37.076,111.247
33,ITC (Accuvim),2017-12-04 03:15:16,59.99,36.492,35.537,36.6,108.629
33,ITC (Accuvim),2017-12-04 03:30:15,60.03,37.139,36.604,37.402,111.145
33,ITC (Accuvim),2017-12-04 04:00:15,59.96,36.56,37.037,37.272,110.87
33,ITC (Accuvim),2017-12-04 04:15:15,59.99,36.721,37.189,35.78,109.691
33,ITC (Accuvim),2017-12-04 04:30:15,60,36.568,37.351,35.119,109.039
33,ITC (Accuvim),2017-12-04 04:45:15,60,37.743,38.387,36.347,112.477
33,ITC (Accuvim),2017-12-04 05:00:16,60.02,37.94,38.494,35.588,112.021
33,ITC (Accuvim),2017-12-04 05:15:15,59.99,38.055,40.643,36.129,114.826
33,ITC (Accuvim),2017-12-04 05:30:24,60.02,36.682,36.92,34.486,108.088
33,ITC (Accuvim),2017-12-04 05:45:17,60.02,37.063,37.168,34.344,108.576
33,ITC (Accuvim),2017-12-04 06:00:16,60.03,37.964,38.085,35.426,111.475
33,ITC (Accuvim),2017-12-04 06:15:15,60.01,36.795,37.307,34.34,108.442
33,ITC (Accuvim),2017-12-04 06:30:15,60,35.891,35.556,34.158,105.606
33,ITC (Accuvim),2017-12-04 06:45:14,60,35.89,35.796,34.307,105.993
33,ITC (Accuvim),2017-12-04 07:00:15,60,36.717,36.412,35.117,108.246
33,ITC (Accuvim),2017-12-04 07:15:14,59.99,37.559,37.932,35.173,110.664
33,ITC (Accuvim),2017-12-04 07:30:15,59.97,37.535,38.205,35.214,110.954
33,ITC (Accuvim),2017-12-04 07:45:17,59.97,36.53,37.281,34.188,107.999
33,ITC (Accuvim),2017-12-04 08:00:15,60,37.21,39.718,34.922,111.849
33,ITC (Accuvim),2017-12-04 08:15:15,60,37.818,38.435,35.727,111.979
33,ITC (Accuvim),2017-12-04 08:30:17,60,37.325,38.432,35.389,111.146
33,ITC (Accuvim),2017-12-04 08:45:15,59.98,37.671,38.506,35.049,111.225
33,ITC (Accuvim),2017-12-04 09:00:14,60.03,36.95,37.344,34.622,108.916
33,ITC (Accuvim),2017-12-04 09:15:16,59.99,37.452,38.208,35.193,110.853
33,ITC (Accuvim),2017-12-04 09:30:15,60.02,35.686,38.052,33.63,107.368
33,ITC (Accuvim),2017-12-04 10:15:15,59.97,36.423,35.838,34.295,106.556
33,ITC (Accuvim),2017-12-04 10:30:16,60,36.739,35.543,34.58,106.861
33,ITC (Accuvim),2017-12-04 10:45:17,59.97,37.027,37.609,35.133,109.769
33,ITC (Accuvim),2017-12-04 11:00:15,60.02,37.472,37.285,34.75,109.507
