Date/Time,Year,Month,Day,Time,Market Demand,Ontario Demand,Temp (°C),Dew Point Temp (°C),Rel Hum (%)
11-02-19 23:00,2019,2,11,23:00,18615,16171,-4.2,-12.4,53
12-02-19 0:00,2019,2,12,0:00,18184,15424,-4.6,-12.1,56
12-02-19 1:00,2019,2,12,1:00,18163,15059,-5,-11.2,62
12-02-19 2:00,2019,2,12,2:00,18122,14948,-5.3,-10.8,65
12-02-19 3:00,2019,2,12,3:00,18262,14879,-5.5,-11.1,65
12-02-19 4:00,2019,2,12,4:00,18435,15080,-5.7,-10.7,68
12-02-19 5:00,2019,2,12,5:00,18423,15847,-5.9,-10.4,70
12-02-19 6:00,2019,2,12,6:00,18906,17067,-5.9,-10.1,72
12-02-19 7:00,2019,2,12,7:00,20511,17902,-5.6,-9.7,73
12-02-19 8:00,2019,2,12,8:00,20286,18462,-5.5,-7.1,89
12-02-19 9:00,2019,2,12,9:00,21146,18963,-5.3,-6.5,91
12-02-19 10:00,2019,2,12,10:00,21129,19193,-5.1,-6,93
12-02-19 11:00,2019,2,12,11:00,20728,19093,-4.5,-5.4,93
12-02-19 12:00,2019,2,12,12:00,20599,19086,-3.9,-4.8,93
12-02-19 13:00,2019,2,12,13:00,20547,19214,-3,-3.9,94
12-02-19 14:00,2019,2,12,14:00,20577,19189,-1.5,-2.3,95
12-02-19 15:00,2019,2,12,15:00,20725,19229,-1,-1.7,95
12-02-19 16:00,2019,2,12,16:00,20424,19369,-0.8,-1.5,95
12-02-19 17:00,2019,2,12,17:00,20485,19819,-0.6,-1.4,95
12-02-19 18:00,2019,2,12,18:00,21155,19849,-0.5,-1.3,95
12-02-19 19:00,2019,2,12,19:00,21368,19521,-0.3,-1.1,95
12-02-19 20:00,2019,2,12,20:00,21342,18920,-0.2,-0.9,95
12-02-19 21:00,2019,2,12,21:00,20405,17952,0.2,-0.5,95
12-02-19 22:00,2019,2,12,22:00,18890,16824,0.5,0,96
12-02-19 23:00,2019,2,12,23:00,18270,15845,0.7,0.1,96
13-02-19 0:00,2019,2,13,0:00,18171,15276,1.3,0.7,96
13-02-19 1:00,2019,2,13,1:00,18124,15026,1.5,0.7,94
13-02-19 2:00,2019,2,13,2:00,17774,14707,0.9,-1.4,85
13-02-19 3:00,2019,2,13,3:00,17641,14581,0.6,-2.9,77
13-02-19 4:00,2019,2,13,4:00,17782,14740,-0.1,-3.3,79
13-02-19 5:00,2019,2,13,5:00,18365,15360,-0.7,-3,84
13-02-19 6:00,2019,2,13,6:00,19388,16566,-0.9,-3.9,80
13-02-19 7:00,2019,2,13,7:00,20158,17449,-1.2,-3.9,82
13-02-19 8:00,2019,2,13,8:00,20796,17744,-1.8,-3.6,87
13-02-19 9:00,2019,2,13,9:00,20729,17846,-2.5,-3.5,93
13-02-19 10:00,2019,2,13,10:00,20750,17854,-2.5,-4.2,88
13-02-19 11:00,2019,2,13,11:00,20704,17912,-2.6,-4.9,84
13-02-19 12:00,2019,2,13,12:00,20547,17836,-2.1,-5.5,77
13-02-19 13:00,2019,2,13,13:00,20426,17886,-4.3,-5.9,89
13-02-19 14:00,2019,2,13,14:00,20115,17896,-2.7,-8.8,63
13-02-19 15:00,2019,2,13,15:00,20026,17955,-2.6,-8.6,63
13-02-19 16:00,2019,2,13,16:00,20227,18275,-2.7,-9.3,60
13-02-19 17:00,2019,2,13,17:00,21332,18970,-3.2,-8.7,66
13-02-19 18:00,2019,2,13,18:00,21689,19322,-3.3,-7.7,72
13-02-19 19:00,2019,2,13,19:00,21437,19084,-3.4,-8.6,67
13-02-19 20:00,2019,2,13,20:00,20992,18717,-3.5,-8.5,68
13-02-19 21:00,2019,2,13,21:00,20495,18081,-3.5,-8.3,69
13-02-19 22:00,2019,2,13,22:00,19678,17198,-3.6,-7.7,73
13-02-19 23:00,2019,2,13,23:00,18670,16181,-3.6,-7.4,75
14-02-19 0:00,2019,2,14,0:00,18053,15496,-3.8,-7.2,77
14-02-19 1:00,2019,2,14,1:00,17342,14984,-3.7,-7.4,76
14-02-19 2:00,2019,2,14,2:00,17584,14869,-3.7,-7.4,75
14-02-19 3:00,2019,2,14,3:00,17589,14825,-3.5,-7.3,75
14-02-19 4:00,2019,2,14,4:00,17853,15106,-2.9,-7.7,69
14-02-19 5:00,2019,2,14,5:00,17794,15795,-2.7,-7.2,71
14-02-19 6:00,2019,2,14,6:00,18617,16941,-2.6,-6.5,74
14-02-19 7:00,2019,2,14,7:00,19525,18077,-2.2,-5.9,76
14-02-19 8:00,2019,2,14,8:00,19270,18016,-2.2,-6.9,71
14-02-19 9:00,2019,2,14,9:00,19653,17947,-2.3,-7.1,69
14-02-19 10:00,2019,2,14,10:00,19596,17597,-2.3,-7.3,69
14-02-19 11:00,2019,2,14,11:00,19203,17142,-1.4,-6.9,66
14-02-19 12:00,2019,2,14,12:00,19031,16879,-0.6,-7.6,59
14-02-19 13:00,2019,2,14,13:00,19232,16831,-1,-5.6,71
14-02-19 14:00,2019,2,14,14:00,19326,16907,-0.6,-4.9,73
14-02-19 15:00,2019,2,14,15:00,19782,17383,0.1,-4.2,73
14-02-19 16:00,2019,2,14,16:00,19725,17773,0.5,-3.9,72
14-02-19 17:00,2019,2,14,17:00,20292,18271,0.5,-3.7,73
14-02-19 18:00,2019,2,14,18:00,20902,18620,0.7,-2.9,77
14-02-19 19:00,2019,2,14,19:00,20622,18539,0.9,-2.2,80
14-02-19 20:00,2019,2,14,20:00,20046,18151,1.2,-1.5,82
14-02-19 21:00,2019,2,14,21:00,19822,17551,1.8,-0.8,83
14-02-19 22:00,2019,2,14,22:00,18815,16660,2.1,-0.7,82
14-02-19 23:00,2019,2,14,23:00,18252,15759,1.8,-0.6,84
15-02-19 0:00,2019,2,15,0:00,17443,14899,2,-0.5,83
15-02-19 1:00,2019,2,15,1:00,16781,14267,2.1,-0.3,84
15-02-19 2:00,2019,2,15,2:00,16390,14001,2.7,-0.6,79
15-02-19 3:00,2019,2,15,3:00,16378,13942,3,-0.6,78
15-02-19 4:00,2019,2,15,4:00,16628,14071,2.7,0.6,86
15-02-19 5:00,2019,2,15,5:00,17246,14407,3.6,1.1,84
15-02-19 6:00,2019,2,15,6:00,18376,15535,3.3,1.2,86
15-02-19 7:00,2019,2,15,7:00,19436,16910,3.5,1.7,88
15-02-19 8:00,2019,2,15,8:00,20041,17344,3.4,1.8,89
15-02-19 9:00,2019,2,15,9:00,20135,17402,4,0.9,80
15-02-19 10:00,2019,2,15,10:00,19823,17354,3.4,-2.9,63
15-02-19 11:00,2019,2,15,11:00,19516,17275,2.7,-3.7,63
15-02-19 12:00,2019,2,15,12:00,18999,17188,2.5,-4.3,61
15-02-19 13:00,2019,2,15,13:00,18623,16780,1.3,-4.6,65
15-02-19 14:00,2019,2,15,14:00,18686,16450,0.4,-7.2,57
15-02-19 15:00,2019,2,15,15:00,19099,16708,-0.1,-6.7,61
15-02-19 16:00,2019,2,15,16:00,19823,17285,-1.2,-8.4,58
15-02-19 17:00,2019,2,15,17:00,20771,17982,-1.7,-8.4,60
15-02-19 18:00,2019,2,15,18:00,21001,18436,-2.2,-8.5,62
15-02-19 19:00,2019,2,15,19:00,20973,18339,-2.6,-9,61
15-02-19 20:00,2019,2,15,20:00,20533,18064,-2.9,-9.3,62
15-02-19 21:00,2019,2,15,21:00,19327,17554,-3.1,-9,64
15-02-19 22:00,2019,2,15,22:00,18379,16704,-3.1,-8.6,66
15-02-19 23:00,2019,2,15,23:00,17454,15644,-2.9,-8.1,67
16-02-19 0:00,2019,2,16,0:00,17002,14877,-2.7,-7.4,70
16-02-19 1:00,2019,2,16,1:00,16730,14469,-2.6,-6.4,75
16-02-19 2:00,2019,2,16,2:00,16492,14243,-2.3,-5.6,78
16-02-19 3:00,2019,2,16,3:00,16397,14404,-2.5,-7.2,70
16-02-19 4:00,2019,2,16,4:00,16256,14322,-3.3,-10.4,58
16-02-19 5:00,2019,2,16,5:00,16574,14544,-4.3,-10.5,62
16-02-19 6:00,2019,2,16,6:00,16867,14944,-5,-10.4,66
16-02-19 7:00,2019,2,16,7:00,17244,15663,-5.3,-9.7,71
16-02-19 8:00,2019,2,16,8:00,17717,16003,-5.9,-10.3,71
16-02-19 9:00,2019,2,16,9:00,17817,16136,-5.6,-10.1,71
16-02-19 10:00,2019,2,16,10:00,17686,16153,-5.2,-10,69
16-02-19 11:00,2019,2,16,11:00,17887,16156,-4.5,-9.7,67
16-02-19 12:00,2019,2,16,12:00,17722,15815,-3.8,-11.1,57
16-02-19 13:00,2019,2,16,13:00,17374,15395,-3.9,-12.3,52
16-02-19 14:00,2019,2,16,14:00,16784,15140,-3.1,-12,50
16-02-19 15:00,2019,2,16,15:00,16674,15271,-2.9,-11.5,52
16-02-19 16:00,2019,2,16,16:00,17416,16042,-2.8,-11.4,52
16-02-19 17:00,2019,2,16,17:00,18668,17297,-3.1,-11.7,51
16-02-19 18:00,2019,2,16,18:00,19143,17913,-3.5,-11.1,55
16-02-19 19:00,2019,2,16,19:00,19216,17731,-5,-10.9,63
16-02-19 20:00,2019,2,16,20:00,18850,17325,-5.1,-10.5,66
16-02-19 21:00,2019,2,16,21:00,18343,16941,-5.4,-10.6,67
16-02-19 22:00,2019,2,16,22:00,17700,16298,-5.4,-10.3,68
16-02-19 23:00,2019,2,16,23:00,17003,15571,-6.2,-10.5,71
17-02-19 0:00,2019,2,17,0:00,16713,15066,-7,-11.2,72
17-02-19 1:00,2019,2,17,1:00,16485,14698,-7.9,-12.3,71
17-02-19 2:00,2019,2,17,2:00,15987,14423,-8,-12.6,70
17-02-19 3:00,2019,2,17,3:00,15676,14255,-8.6,-12.6,73
17-02-19 4:00,2019,2,17,4:00,15879,14421,-9.1,-12.8,74
17-02-19 5:00,2019,2,17,5:00,16539,14647,-9.4,-13.4,73
17-02-19 6:00,2019,2,17,6:00,16464,15030,-9.5,-13.8,71
17-02-19 7:00,2019,2,17,7:00,16435,15350,-9.7,-14.4,68
17-02-19 8:00,2019,2,17,8:00,16421,15456,-9.4,-14.7,65
17-02-19 9:00,2019,2,17,9:00,16612,15536,-8.7,-13.8,67
17-02-19 10:00,2019,2,17,10:00,17163,15719,-7.4,-12.5,67
17-02-19 11:00,2019,2,17,11:00,17502,15633,-6.3,-11,69
17-02-19 12:00,2019,2,17,12:00,17684,15782,-6.1,-10,74
17-02-19 13:00,2019,2,17,13:00,18128,15990,-5.4,-8.9,76
17-02-19 14:00,2019,2,17,14:00,18297,16085,-5.8,-9.6,74
17-02-19 15:00,2019,2,17,15:00,18246,16229,-5.8,-9.9,73
17-02-19 16:00,2019,2,17,16:00,18440,16783,-5.8,-10.5,69
17-02-19 17:00,2019,2,17,17:00,19056,17653,-5.7,-11.1,65
17-02-19 18:00,2019,2,17,18:00,19547,17977,-5.7,-12.4,60
17-02-19 19:00,2019,2,17,19:00,19409,17658,-5.6,-13.1,55
17-02-19 20:00,2019,2,17,20:00,19340,17312,-5.9,-14.6,50
17-02-19 21:00,2019,2,17,21:00,19185,16905,-5.8,-14.5,50
17-02-19 22:00,2019,2,17,22:00,18609,16307,-5.8,-14.5,50
17-02-19 23:00,2019,2,17,23:00,17952,15687,-6,-14.9,50
18-02-19 0:00,2019,2,18,0:00,17196,15005,-7.2,-11.3,72
18-02-19 1:00,2019,2,18,1:00,16870,14682,-7.8,-10.4,81
18-02-19 2:00,2019,2,18,2:00,17087,14564,-7.6,-10.9,77
18-02-19 3:00,2019,2,18,3:00,17066,14544,-7.8,-10.9,79
18-02-19 4:00,2019,2,18,4:00,17418,14752,-8.3,-10.8,83
18-02-19 5:00,2019,2,18,5:00,17414,14985,-8.6,-11,83
18-02-19 6:00,2019,2,18,6:00,17457,15521,-8.6,-11.1,82
18-02-19 7:00,2019,2,18,7:00,17172,15799,-8.7,-11.3,82
18-02-19 8:00,2019,2,18,8:00,17907,16276,-8.6,-11.4,80
18-02-19 9:00,2019,2,18,9:00,18217,16677,-8.1,-11.3,78
18-02-19 10:00,2019,2,18,10:00,18227,16772,-7.6,-11.7,72
18-02-19 11:00,2019,2,18,11:00,18053,16492,-6.5,-12,65
18-02-19 12:00,2019,2,18,12:00,17816,15992,-6,-13.2,57
18-02-19 13:00,2019,2,18,13:00,17554,15383,-5.2,-14.7,47
18-02-19 14:00,2019,2,18,14:00,17602,15165,-4.5,-14.2,47
18-02-19 15:00,2019,2,18,15:00,17944,15409,-5.1,-15.8,43
18-02-19 16:00,2019,2,18,16:00,18868,16266,-5.4,-15.5,45
18-02-19 17:00,2019,2,18,17:00,20144,17541,-6.2,-17.3,41
18-02-19 18:00,2019,2,18,18:00,21037,18410,-7.4,-14.6,57
18-02-19 19:00,2019,2,18,19:00,21060,18547,-8.5,-14.5,62
18-02-19 20:00,2019,2,18,20:00,20504,18147,-9.2,-14.7,64
18-02-19 21:00,2019,2,18,21:00,20002,17602,-9.7,-15.2,64
18-02-19 22:00,2019,2,18,22:00,18874,16852,-10.1,-15.1,67
18-02-19 23:00,2019,2,18,23:00,17817,16001,-10.4,-16,64
19-02-19 0:00,2019,2,19,0:00,17265,15661,-11.3,-16.3,66
19-02-19 1:00,2019,2,19,1:00,17228,15445,-11.4,-16.1,68
19-02-19 2:00,2019,2,19,2:00,17463,15373,-11.2,-16,68
19-02-19 3:00,2019,2,19,3:00,17284,15472,-12.2,-16.4,71
19-02-19 4:00,2019,2,19,4:00,17334,15690,-12.2,-16.2,72
19-02-19 5:00,2019,2,19,5:00,17928,16281,-12,-15.8,74
19-02-19 6:00,2019,2,19,6:00,18966,17599,-11,-14.9,73
19-02-19 7:00,2019,2,19,7:00,20322,18781,-10.2,-14.2,73
19-02-19 8:00,2019,2,19,8:00,20505,18762,-9.2,-13.4,72
19-02-19 9:00,2019,2,19,9:00,19857,18287,-7.7,-12.6,68
19-02-19 10:00,2019,2,19,10:00,19930,17895,-6.1,-12.6,60
19-02-19 11:00,2019,2,19,11:00,19803,17500,-5.4,-13.2,54
19-02-19 12:00,2019,2,19,12:00,19552,17095,-4.2,-13.9,47
19-02-19 13:00,2019,2,19,13:00,19356,16963,-3.8,-11.7,54
19-02-19 14:00,2019,2,19,14:00,19003,16865,-3.1,-12.6,48
19-02-19 15:00,2019,2,19,15:00,19056,17186,-3.4,-12.3,50
19-02-19 16:00,2019,2,19,16:00,19987,17963,-3.7,-12.4,51
19-02-19 17:00,2019,2,19,17:00,20662,18944,-3.8,-12.4,52
19-02-19 18:00,2019,2,19,18:00,21215,19615,-4.1,-11.8,55
19-02-19 19:00,2019,2,19,19:00,21349,19758,-4.6,-11.2,60
19-02-19 20:00,2019,2,19,20:00,21045,19439,-5.3,-11,64
19-02-19 21:00,2019,2,19,21:00,20438,18721,-5.4,-10.5,67
19-02-19 22:00,2019,2,19,22:00,19187,17744,-5.8,-10.7,68
19-02-19 23:00,2019,2,19,23:00,17646,16673,-6.4,-10.8,71
20-02-19 0:00,2019,2,20,0:00,17536,16028,-6.7,-11.1,71
20-02-19 1:00,2019,2,20,1:00,17380,15658,-6.4,-10.8,71
20-02-19 2:00,2019,2,20,2:00,17566,15474,-6.3,-11.8,65
20-02-19 3:00,2019,2,20,3:00,17834,15403,-6.5,-12.2,64
20-02-19 4:00,2019,2,20,4:00,17464,15393,-6.4,-12.4,62
20-02-19 5:00,2019,2,20,5:00,17995,15802,-5.3,-10.8,65
20-02-19 6:00,2019,2,20,6:00,19562,17113,-5.7,-10.7,68
20-02-19 7:00,2019,2,20,7:00,20318,18090,-5.5,-10.2,70
20-02-19 8:00,2019,2,20,8:00,20633,18329,-4.4,-8.4,74
20-02-19 9:00,2019,2,20,9:00,20785,18476,-2.6,-7.4,70
20-02-19 10:00,2019,2,20,10:00,20957,18355,-2.2,-7.8,66
20-02-19 11:00,2019,2,20,11:00,20588,18127,-1.5,-8.7,58
20-02-19 12:00,2019,2,20,12:00,20405,17627,-0.8,-8.1,57
20-02-19 13:00,2019,2,20,13:00,20465,17542,-0.4,-6.7,63
20-02-19 14:00,2019,2,20,14:00,20499,17678,-0.4,-7.2,60
20-02-19 15:00,2019,2,20,15:00,20226,17981,-0.5,-6.1,66
20-02-19 16:00,2019,2,20,16:00,20395,18449,-0.8,-4.1,78
20-02-19 17:00,2019,2,20,17:00,20699,19287,-0.9,-3.1,85
20-02-19 18:00,2019,2,20,18:00,20952,19452,-0.5,-2.2,88
20-02-19 19:00,2019,2,20,19:00,20817,19195,0.3,-0.9,92
20-02-19 20:00,2019,2,20,20:00,20502,18917,0.7,-1.4,86
20-02-19 21:00,2019,2,20,21:00,20531,18364,0.4,-1.1,90
20-02-19 22:00,2019,2,20,22:00,19139,17046,0.2,-1,92
20-02-19 23:00,2019,2,20,23:00,17697,15769,0.2,-0.8,93
21-02-19 0:00,2019,2,21,0:00,16907,15021,0.5,-0.4,94
21-02-19 1:00,2019,2,21,1:00,16831,14873,0.9,0,94
21-02-19 2:00,2019,2,21,2:00,17424,14520,1.1,0.3,94
21-02-19 3:00,2019,2,21,3:00,17253,14364,1.5,0.7,94
21-02-19 4:00,2019,2,21,4:00,17152,14335,2.3,1.1,92
21-02-19 5:00,2019,2,21,5:00,17876,15016,3.1,0.2,81
21-02-19 6:00,2019,2,21,6:00,18835,16112,3.2,-1.2,73
21-02-19 7:00,2019,2,21,7:00,19455,17174,3,-2.1,69
21-02-19 8:00,2019,2,21,8:00,19721,17331,3.4,-3.3,62
21-02-19 9:00,2019,2,21,9:00,20098,17465,3.4,-3.1,62
21-02-19 10:00,2019,2,21,10:00,19761,17425,3.5,-3.4,61
21-02-19 11:00,2019,2,21,11:00,19346,17232,3.6,-4.2,57
21-02-19 12:00,2019,2,21,12:00,18961,16794,3.2,-4.2,58
21-02-19 13:00,2019,2,21,13:00,18969,16710,3.3,-4,59
21-02-19 14:00,2019,2,21,14:00,18654,16478,4.4,-5.7,48
21-02-19 15:00,2019,2,21,15:00,18923,16723,3.6,-6.2,48
21-02-19 16:00,2019,2,21,16:00,19480,17291,4,-5.9,48
21-02-19 17:00,2019,2,21,17:00,20028,18000,3.1,-5.3,54
21-02-19 18:00,2019,2,21,18:00,20454,18487,2.1,-6.3,54
21-02-19 19:00,2019,2,21,19:00,20676,18679,1.6,-6.3,56
21-02-19 20:00,2019,2,21,20:00,19896,18280,1,-6,59
21-02-19 21:00,2019,2,21,21:00,19331,17711,0.7,-6,61
21-02-19 22:00,2019,2,21,22:00,18097,16761,0.2,-6,63
21-02-19 23:00,2019,2,21,23:00,17349,15772,-0.2,-5.8,66
22-02-19 0:00,2019,2,22,0:00,16597,14967,-0.3,-5.7,67
22-02-19 1:00,2019,2,22,1:00,16382,14568,-0.9,-5.7,70
22-02-19 2:00,2019,2,22,2:00,16356,14442,-1.7,-5.9,73
22-02-19 3:00,2019,2,22,3:00,16433,14423,-1.7,-5.6,74
22-02-19 4:00,2019,2,22,4:00,16482,14478,-2,-5.6,76
22-02-19 5:00,2019,2,22,5:00,16844,15014,-1.6,-5.5,75
22-02-19 6:00,2019,2,22,6:00,18201,16305,-1.1,-5.2,74
22-02-19 7:00,2019,2,22,7:00,19318,17405,-0.8,-5.1,73
22-02-19 8:00,2019,2,22,8:00,19151,17469,-0.7,-5.4,71
22-02-19 9:00,2019,2,22,9:00,18615,17106,-0.2,-5.2,69
22-02-19 10:00,2019,2,22,10:00,18546,16836,0.9,-5.1,64
22-02-19 11:00,2019,2,22,11:00,18118,16649,2.5,-6.7,51
22-02-19 12:00,2019,2,22,12:00,17937,16518,2.2,-7.8,47
22-02-19 13:00,2019,2,22,13:00,18235,16506,2.5,-7.1,49
22-02-19 14:00,2019,2,22,14:00,18274,16575,2.5,-5.9,54
22-02-19 15:00,2019,2,22,15:00,18156,16589,2.5,-6.3,52
22-02-19 16:00,2019,2,22,16:00,18737,17064,2.5,-5.9,54
22-02-19 17:00,2019,2,22,17:00,19116,17723,2.3,-5.3,57
22-02-19 18:00,2019,2,22,18:00,19741,18227,1.8,-4.9,61
22-02-19 19:00,2019,2,22,19:00,19366,18280,1,-4.6,66
22-02-19 20:00,2019,2,22,20:00,18904,17956,1.4,-5.2,62
22-02-19 21:00,2019,2,22,21:00,18714,17382,1,-5.5,61
22-02-19 22:00,2019,2,22,22:00,17543,16491,0.7,-5.5,63
22-02-19 23:00,2019,2,22,23:00,16896,15495,0.4,-5.7,64
23-02-19 0:00,2019,2,23,0:00,16749,14749,0.5,-6,62
23-02-19 1:00,2019,2,23,1:00,16500,14331,-0.2,-5.5,68
23-02-19 2:00,2019,2,23,2:00,16254,13931,-0.3,-6,65
23-02-19 3:00,2019,2,23,3:00,16333,13880,-0.8,-6,68
23-02-19 4:00,2019,2,23,4:00,16329,13872,-1.2,-6.5,67
23-02-19 5:00,2019,2,23,5:00,16482,14081,-1.6,-6.7,68
23-02-19 6:00,2019,2,23,6:00,16770,14680,-2.1,-6.6,71
23-02-19 7:00,2019,2,23,7:00,17120,15214,-1.3,-5.1,75
23-02-19 8:00,2019,2,23,8:00,17951,15757,-0.9,-4.4,77
23-02-19 9:00,2019,2,23,9:00,18415,16037,0,-3.4,78
23-02-19 10:00,2019,2,23,10:00,18365,15942,1.2,-4.2,67
23-02-19 11:00,2019,2,23,11:00,18097,15706,1.5,-4.8,63
23-02-19 12:00,2019,2,23,12:00,17763,15205,1.9,-5,60
23-02-19 13:00,2019,2,23,13:00,17282,14869,1.7,-3.8,67
23-02-19 14:00,2019,2,23,14:00,17022,14532,1.9,-3.3,68
23-02-19 15:00,2019,2,23,15:00,17217,14734,1.3,-2.9,74
23-02-19 16:00,2019,2,23,16:00,18336,15616,1.4,-3,72
23-02-19 17:00,2019,2,23,17:00,18797,16597,1.2,-2.9,74
23-02-19 18:00,2019,2,23,18:00,18962,17038,1.3,-2.5,76
23-02-19 19:00,2019,2,23,19:00,18634,16773,1.4,-2.5,75
23-02-19 20:00,2019,2,23,20:00,18624,16379,1.6,-2.2,76
23-02-19 21:00,2019,2,23,21:00,18145,15847,1.9,-1.9,76
23-02-19 22:00,2019,2,23,22:00,17472,14950,2.1,-0.8,81
23-02-19 23:00,2019,2,23,23:00,16963,14224,2.6,0.2,85
24-02-19 0:00,2019,2,24,0:00,16540,13619,2.6,0.4,85
24-02-19 1:00,2019,2,24,1:00,16430,13388,2.2,0.4,88
24-02-19 2:00,2019,2,24,2:00,16273,13187,2.2,0.9,91
24-02-19 3:00,2019,2,24,3:00,16350,13068,2.2,1.2,93
24-02-19 4:00,2019,2,24,4:00,16388,13041,2.2,1.3,94
24-02-19 5:00,2019,2,24,5:00,16666,13090,2.4,1.6,94
24-02-19 6:00,2019,2,24,6:00,16699,13640,2.6,1.8,95
24-02-19 7:00,2019,2,24,7:00,17342,14418,2.7,1.8,94
24-02-19 8:00,2019,2,24,8:00,17551,14900,3.4,2.2,92
24-02-19 9:00,2019,2,24,9:00,17596,15213,3.8,2.4,90
24-02-19 10:00,2019,2,24,10:00,17785,15394,5.5,3.2,86
24-02-19 11:00,2019,2,24,11:00,18193,15758,6.1,3.7,85
24-02-19 12:00,2019,2,24,12:00,18528,16101,6.1,3.5,84
24-02-19 13:00,2019,2,24,13:00,18580,16134,6.6,2.4,74
24-02-19 14:00,2019,2,24,14:00,18613,16248,5.2,0,69
24-02-19 15:00,2019,2,24,15:00,18907,16535,3.1,-0.2,79
24-02-19 16:00,2019,2,24,16:00,19254,17064,2.3,-0.4,83
24-02-19 17:00,2019,2,24,17:00,19829,17658,3.1,-3.2,63
24-02-19 18:00,2019,2,24,18:00,19929,17796,3,-4.1,60
24-02-19 19:00,2019,2,24,19:00,19459,17535,2.5,-4.6,60
24-02-19 20:00,2019,2,24,20:00,19626,17259,1.5,-3.9,68
24-02-19 21:00,2019,2,24,21:00,19085,16658,0.2,-3.4,77
24-02-19 22:00,2019,2,24,22:00,18059,15773,-0.5,-5.3,70
24-02-19 23:00,2019,2,24,23:00,17479,14989,-1.3,-6.2,69
25-02-19 0:00,2019,2,25,0:00,16882,14385,-1.8,-6.6,70
25-02-19 1:00,2019,2,25,1:00,16689,13901,-1.9,-7.1,67
25-02-19 2:00,2019,2,25,2:00,16702,13793,-2,-7.9,64
25-02-19 3:00,2019,2,25,3:00,16891,13894,-2.8,-7.6,69
25-02-19 4:00,2019,2,25,4:00,16999,14107,-3.4,-6.6,79
25-02-19 5:00,2019,2,25,5:00,17624,14677,-3.6,-9.2,65
25-02-19 6:00,2019,2,25,6:00,18824,16002,-4.2,-9.5,67
25-02-19 7:00,2019,2,25,7:00,19878,17081,-4.5,-10.3,64
25-02-19 8:00,2019,2,25,8:00,20020,17303,-4.7,-10.8,62
25-02-19 9:00,2019,2,25,9:00,19903,17455,-4.1,-10.7,60
25-02-19 10:00,2019,2,25,10:00,19845,17506,-3.5,-10.6,58
25-02-19 11:00,2019,2,25,11:00,19554,17366,-4,-10,63
25-02-19 12:00,2019,2,25,12:00,19974,17277,-3.5,-9.2,65
25-02-19 13:00,2019,2,25,13:00,20033,17274,-5.2,-7.2,86
25-02-19 14:00,2019,2,25,14:00,20153,17226,-3.6,-12.6,50
25-02-19 15:00,2019,2,25,15:00,19997,17449,-3.6,-12.2,52
25-02-19 16:00,2019,2,25,16:00,21005,18146,-4,-12.9,50
25-02-19 17:00,2019,2,25,17:00,21827,19088,-4.8,-12.9,53
25-02-19 18:00,2019,2,25,18:00,21796,19438,-5.3,-11.7,61
25-02-19 19:00,2019,2,25,19:00,21418,19505,-5.9,-10.8,68
25-02-19 20:00,2019,2,25,20:00,21181,19242,-6.1,-11.2,67
25-02-19 21:00,2019,2,25,21:00,20536,18579,-6.3,-11.8,65
25-02-19 22:00,2019,2,25,22:00,19337,17353,-6.6,-11.8,66
25-02-19 23:00,2019,2,25,23:00,18475,16312,-6.6,-11.7,67
26-02-19 0:00,2019,2,26,0:00,18165,15757,-6.5,-12.4,63
26-02-19 1:00,2019,2,26,1:00,17711,15303,-6.7,-13,61
26-02-19 2:00,2019,2,26,2:00,17764,15284,-7.2,-13.2,62
26-02-19 3:00,2019,2,26,3:00,17697,15269,-7.7,-14.9,56
26-02-19 4:00,2019,2,26,4:00,17906,15391,-8.2,-15.9,54
26-02-19 5:00,2019,2,26,5:00,18544,16007,-8.6,-15.5,57
26-02-19 6:00,2019,2,26,6:00,19356,17354,-8.7,-15.5,58
26-02-19 7:00,2019,2,26,7:00,20556,18397,-8.9,-15.2,60
26-02-19 8:00,2019,2,26,8:00,20213,18350,-8.9,-15.7,58
26-02-19 9:00,2019,2,26,9:00,19783,17794,-8,-15.4,55
26-02-19 10:00,2019,2,26,10:00,19571,17445,-7.2,-15.6,51
26-02-19 11:00,2019,2,26,11:00,19563,17392,-6.1,-15.4,48
26-02-19 12:00,2019,2,26,12:00,19446,17220,-5.8,-16.6,42
26-02-19 13:00,2019,2,26,13:00,19124,17065,-5.1,-16.1,42
26-02-19 14:00,2019,2,26,14:00,19233,17023,-6.1,-13.6,55
26-02-19 15:00,2019,2,26,15:00,19040,17261,-6,-15.5,47
26-02-19 16:00,2019,2,26,16:00,20493,18470,-7.1,-15.9,50
26-02-19 17:00,2019,2,26,17:00,20986,19401,-7.8,-16.6,49
26-02-19 18:00,2019,2,26,18:00,21321,19879,-8.5,-16.7,51
26-02-19 19:00,2019,2,26,19:00,21409,19945,-8.6,-15.8,56
26-02-19 20:00,2019,2,26,20:00,20985,19661,-8.8,-15.5,58
26-02-19 21:00,2019,2,26,21:00,20880,19018,-9.2,-15.4,61
26-02-19 22:00,2019,2,26,22:00,19566,17882,-8.9,-15.4,59
26-02-19 23:00,2019,2,26,23:00,18635,16956,-9.1,-16.6,55
27-02-19 0:00,2019,2,27,0:00,18385,16318,-9.3,-15.5,61
27-02-19 1:00,2019,2,27,1:00,18163,15941,-9.9,-16.3,59
