"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 00:00","2015","12","01","00:00","-8.3","","-11.7","","77","","10","","7","","","","102.27","","","","-12","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 01:00","2015","12","01","01:00","-6.6","","-10.8","","72","","26","","6","","","","102.24","","","","-10","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 02:00","2015","12","01","02:00","-5.5","","-10.0","","71","","23","","7","","","","102.24","","","","-9","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 03:00","2015","12","01","03:00","-6.2","","-9.9","","75","","26","","10","","","","102.27","","","","-11","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 04:00","2015","12","01","04:00","-7.7","","-10.1","","83","","10","","3","","","","102.27","","","","-9","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 05:00","2015","12","01","05:00","-5.7","","-9.0","","77","","31","","8","","","","102.31","","","","-9","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 06:00","2015","12","01","06:00","-7.0","","-9.1","","85","","33","","5","","","","102.29","","","","-10","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 07:00","2015","12","01","07:00","-6.5","","-8.6","","85","","34","","12","","","","102.28","","","","-12","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 08:00","2015","12","01","08:00","-7.4","","-9.1","","87","","1","","6","","","","102.30","","","","-11","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 09:00","2015","12","01","09:00","-5.9","","-8.5","","82","","22","","7","","","","102.37","","","","-9","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 10:00","2015","12","01","10:00","-3.8","","-7.4","","76","","20","","6","","","","102.41","","","","-6","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 11:00","2015","12","01","11:00","-2.1","","-7.2","","68","","24","","7","","","","102.43","","","","-5","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 12:00","2015","12","01","12:00","-1.0","","-6.8","","65","","35","","6","","","","102.35","","","","-3","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 13:00","2015","12","01","13:00","0.3","","-5.9","","63","","1","","4","","","","102.22","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 14:00","2015","12","01","14:00","1.6","","-6.5","","55","","21","","5","","","","102.18","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 15:00","2015","12","01","15:00","1.8","","-6.5","","54","","23","","13","","","","102.18","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 16:00","2015","12","01","16:00","0.7","","-6.1","","60","","20","","6","","","","102.10","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 17:00","2015","12","01","17:00","-1.2","","-5.1","","75","","17","","6","","","","101.96","","","","-3","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 18:00","2015","12","01","18:00","-1.5","","-5.5","","74","","19","","6","","","","101.98","","","","-4","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 19:00","2015","12","01","19:00","-2.2","","-6.2","","74","","21","","9","","","","101.93","","","","-6","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 20:00","2015","12","01","20:00","-2.4","","-5.8","","78","","18","","9","","","","101.90","","","","-6","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 21:00","2015","12","01","21:00","-2.9","","-6.0","","79","","14","","5","","","","101.83","","","","-5","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 22:00","2015","12","01","22:00","-3.4","","-5.2","","87","","14","","5","","","","101.76","","","","-5","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-01 23:00","2015","12","01","23:00","-2.6","","-5.0","","83","","12","","6","","","","101.65","","","","-5","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 00:00","2015","12","02","00:00","-1.7","","-4.1","","84","","20","","8","","","","101.64","","","","-5","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 01:00","2015","12","02","01:00","-1.5","","-2.9","","90","","18","","7","","","","101.53","","","","-4","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 02:00","2015","12","02","02:00","-1.2","","-1.9","","95","","11","","4","","","","101.45","","","","-3","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 03:00","2015","12","02","03:00","-0.6","","-1.1","","96","","","","0","","","","101.35","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 04:00","2015","12","02","04:00","-0.3","","-0.6","","98","","10","","2","","","","101.25","","","","-1","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 05:00","2015","12","02","05:00","-0.1","","-0.3","","99","","6","","3","","","","101.18","","","","-1","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 06:00","2015","12","02","06:00","0.0","","-0.1","","99","","","","0","","","","101.12","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 07:00","2015","12","02","07:00","0.2","","0.0","","99","","","","0","","","","101.03","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 08:00","2015","12","02","08:00","0.2","","0.1","","99","","16","","3","","","","100.98","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 09:00","2015","12","02","09:00","0.8","","0.7","","99","","","","0","","","","101.00","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 10:00","2015","12","02","10:00","0.8","","0.6","","99","","15","","5","","","","100.88","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 11:00","2015","12","02","11:00","1.2","","1.1","","99","","34","","5","","","","100.83","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 12:00","2015","12","02","12:00","2.0","","1.9","","99","","19","","5","","","","100.74","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 13:00","2015","12","02","13:00","2.8","","2.6","","99","","0","","1","","","","100.61","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 14:00","2015","12","02","14:00","2.8","","2.6","","99","","16","","4","","","","100.51","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 15:00","2015","12","02","15:00","3.2","","3.0","","99","","15","","3","","","","100.42","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 16:00","2015","12","02","16:00","3.4","","3.2","","99","","","","0","","","","100.34","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 17:00","2015","12","02","17:00","3.3","","3.1","","99","","17","","2","","","","100.26","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 18:00","2015","12","02","18:00","3.4","","3.2","","99","","25","","2","","","","100.22","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 19:00","2015","12","02","19:00","3.2","","3.0","","99","","21","","1","","","","100.16","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 20:00","2015","12","02","20:00","3.3","","3.1","","99","","0","","1","","","","100.14","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 21:00","2015","12","02","21:00","3.0","","2.8","","99","","32","","3","","","","100.06","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 22:00","2015","12","02","22:00","3.0","","2.8","","99","","0","","1","","","","99.96","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-02 23:00","2015","12","02","23:00","3.0","","2.8","","99","","33","","5","","","","99.88","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 00:00","2015","12","03","00:00","3.0","","2.9","","99","","34","","3","","","","99.82","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 01:00","2015","12","03","01:00","3.1","","2.9","","99","","22","","2","","","","99.90","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 02:00","2015","12","03","02:00","3.1","","3.0","","99","","","","0","","","","99.82","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 03:00","2015","12","03","03:00","3.5","","3.3","","99","","35","","7","","","","99.75","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 04:00","2015","12","03","04:00","3.0","","2.8","","99","","20","","4","","","","99.73","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 05:00","2015","12","03","05:00","3.1","","2.9","","99","","15","","2","","","","99.66","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 06:00","2015","12","03","06:00","3.4","","3.2","","99","","35","","7","","","","99.64","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 07:00","2015","12","03","07:00","3.2","","3.0","","99","","34","","10","","","","99.69","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 08:00","2015","12","03","08:00","3.4","","3.2","","99","","36","","4","","","","99.76","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 09:00","2015","12","03","09:00","3.6","","3.5","","99","","36","","8","","","","99.81","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 10:00","2015","12","03","10:00","3.7","","3.5","","99","","4","","11","","","","99.81","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 11:00","2015","12","03","11:00","3.6","","3.3","","98","","3","","15","","","","99.86","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2015-12-03 12:00","2015","12","03","12:00","3.4","","2.7","","95","","4","","15","","","","99.78","","","","","","NA"
