"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 00:00","2014","07","01","00:00","21.1","","18.4","","85","","11","","7","","","","100.54","","27","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 01:00","2014","07","01","01:00","21.6","","18.3","","82","","14","","5","","","","100.56","","28","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 02:00","2014","07","01","02:00","20.4","","18.2","","87","","9","","4","","","","100.54","","27","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 03:00","2014","07","01","03:00","19.3","","17.8","","91","","13","","3","","","","100.51","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 04:00","2014","07","01","04:00","18.5","","17.5","","94","","17","","3","","","","100.49","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 05:00","2014","07","01","05:00","18.5","","17.4","","94","","19","","4","","","","100.50","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 06:00","2014","07","01","06:00","18.8","","17.6","","93","","18","","5","","","","100.50","","","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 07:00","2014","07","01","07:00","20.1","","18.3","","89","","18","","5","","","","100.50","","26","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 08:00","2014","07","01","08:00","22.5","","19.6","","84","","12","","4","","","","100.51","","30","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 09:00","2014","07","01","09:00","25.0","","20.8","","77","","5","","5","","","","100.49","","33","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 10:00","2014","07","01","10:00","28.0","","20.8","","65","","23","","9","","","","100.44","","36","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 11:00","2014","07","01","11:00","29.0","","20.8","","61","","24","","13","","","","100.40","","37","","","","NA"
"-66.61","45.92","FREDERICTON CDA CS","8101605","2014-07-01 12:00","2014","07","01","12:00","29.3","","19.6","","56","","27","","13","","","","100.37","","37","","","","NA"
